KARTE_QUAD,KARTE,QUADRANT,XLU,YLU,XRU,YRU,XRO,YRO,XLO,YLO,XQMITTE,YQMITTE,FLAECHE,FLAECHE_BY,PROZENT
58361,5836,1,4476179,5557016,4482134,5556996,4482153,5562557,4476203,5562576,4479168,5559785,33100284.822,33100284.8224,100
58362,5836,2,4482134,5556996,4488089,5556976,4488101,5562536,4482153,5562557,4485117,5559765,33100205.613,33100205.6132,100
58363,5836,3,4476153,5551454,4482115,5551435,4482134,5556996,4476179,5557016,4479143,5554224,33134818.477,33134818.4772,100
58364,5836,4,4482115,5551435,4488076,5551414,4488089,5556976,4482134,5556996,4485104,5554204,33134739.268,33134739.2679,100
58371,5837,1,4488089,5556976,4494045,5556969,4494051,5562531,4488101,5562536,4491072,5559752,33100015.509,33100015.5087,100
58372,5837,2,4494045,5556969,4500001,5556963,4500000,5562523,4494051,5562531,4497022,5559745,33099989.085,33099989.0849,100
58373,5837,3,4488076,5551414,4494039,5551409,4494045,5556969,4488089,5556976,4491060,5554191,33134549.101,33134549.1013,100
58374,5837,4,4494039,5551409,4500000,5551401,4500001,5556963,4494045,5556969,4497022,5554184,33134522.678,33134522.6775,100
58381,5838,1,4500001,5556963,4505956,5556969,4505950,5562531,4500000,5562523,4502977,5559745,33099989.085,33099989.0849,100
58382,5838,2,4505956,5556969,4511911,5556976,4511898,5562536,4505950,5562531,4508926,5559752,33100015.509,33100015.5087,100
58383,5838,3,4500000,5551401,4505963,5551409,4505956,5556969,4500001,5556963,4502977,5554184,33134522.678,33134522.6775,100
58384,5838,4,4505963,5551409,4511923,5551414,4511911,5556976,4505956,5556969,4508939,5554191,33134549.101,33134549.1013,100
58391,5839,1,4511911,5556976,4517867,5556996,4517848,5562557,4511898,5562536,4514881,5559765,33100205.613,15584977.728,47.0832
58393,5839,3,4511923,5551414,4517885,5551435,4517867,5556996,4511911,5556976,4514894,5554204,33134739.268,14487719.628,43.7235
59192,5919,2,4279213,5550401,4285179,5550155,4285402,5555713,4279443,5555960,4282307,5553056,33207611.949,2390555.8615,7.1988
59194,5919,4,4278984,5544841,4284955,5544594,4285179,5550155,4279213,5550401,4282083,5547496,33242181.211,1067825.5819,3.2123
59201,5920,1,4285179,5550155,4291146,5549921,4291363,5555481,4285402,5555713,4288273,5552816,33204488.543,33085444.3264,99.6413
59202,5920,2,4291146,5549921,4297113,5549688,4297322,5555247,4291363,5555481,4294234,5552583,33203473.941,32423340.3802,97.6467
59203,5920,3,4284955,5544594,4290929,5544361,4291146,5549921,4285179,5550155,4288050,5547256,33239029.449,20734375.8681,62.3791
59204,5920,4,4290929,5544361,4296901,5544127,4297113,5549688,4291146,5549921,4294023,5547023,33238014.847,33238014.8471,100
59211,5921,1,4297113,5549688,4303079,5549468,4303283,5555028,4297322,5555247,4300200,5552357,33200514.104,33200514.1036,100
59212,5921,2,4303079,5549468,4309045,5549249,4309243,5554807,4303283,5555028,4306160,5552137,33199551.942,33199551.9417,100
59213,5921,3,4296901,5544127,4302875,5543909,4303079,5549468,4297113,5549688,4299989,5546797,33235067.854,33235067.854,100
59214,5921,4,4302875,5543909,4308846,5543688,4309045,5549249,4303079,5549468,4305962,5546577,33234105.692,33234105.6922,100
59221,5922,1,4309045,5549249,4315012,5549042,4315205,5554602,4309243,5554807,4312127,5551924,33196749.947,31438287.2785,94.7059
59222,5922,2,4315012,5549042,4320979,5548836,4321164,5554395,4315205,5554602,4318087,5551718,33195856.19,27413506.934,82.5832
59223,5922,3,4308846,5543688,4314820,5543483,4315012,5549042,4309045,5549249,4311928,5546364,33231289.301,33231289.3012,100
59224,5922,4,4314820,5543483,4320792,5543275,4320979,5548836,4315012,5549042,4317901,5546158,33230395.545,33230395.545,100
59231,5923,1,4320979,5548836,4326946,5548643,4327125,5554203,4321164,5554395,4324054,5551518,33193259.323,32798000.9036,98.8045
59232,5923,2,4326946,5548643,4332913,5548450,4333085,5554009,4327125,5554203,4330014,5551325,33192418.521,33192418.5207,100
59233,5923,3,4320792,5543275,4326766,5543083,4326946,5548643,4320979,5548836,4323868,5545958,33227797.747,33227797.7469,100
59234,5923,4,4326766,5543083,4332738,5542889,4332913,5548450,4326946,5548643,4329841,5545765,33226956.945,33226956.9448,100
59241,5924,1,4332913,5548450,4338879,5548270,4339047,5553831,4333085,5554009,4335981,5551139,33190000.604,33190000.6045,100
59242,5924,2,4338879,5548270,4344847,5548091,4345007,5553650,4339047,5553831,4341942,5550959,33189213.591,33189213.5912,100
59243,5924,3,4332738,5542889,4338712,5542710,4338879,5548270,4332913,5548450,4335808,5545579,33224510.36,33224510.3599,100
59244,5924,4,4338712,5542710,4344684,5542529,4344847,5548091,4338879,5548270,4341781,5545399,33223723.347,33223723.3466,100
59251,5925,1,4344847,5548091,4350813,5547924,4350969,5553485,4345007,5553650,4347909,5550785,33186930.565,33186930.5653,100
59252,5925,2,4350813,5547924,4356780,5547757,4356928,5553317,4350969,5553485,4353870,5550619,33186210.891,33186210.8908,100
59253,5925,3,4344684,5542529,4350658,5542363,4350813,5547924,4344847,5548091,4347748,5545225,33221453.818,33221453.818,100
59254,5925,4,4350658,5542363,4356630,5542196,4356780,5547757,4350813,5547924,4353721,5545059,33220734.143,33220734.1435,100
59261,5926,1,4356780,5547757,4362747,5547605,4362890,5553165,4356928,5553317,4359837,5550460,33184140.205,33184140.205,100
59262,5926,2,4362747,5547605,4368715,5547451,4368850,5553011,4362890,5553165,4365798,5550307,33183473.767,33183473.767,100
59263,5926,3,4356630,5542196,4362605,5542044,4362747,5547605,4356780,5547757,4359688,5544899,33218648.813,33218648.8128,100
59264,5926,4,4362605,5542044,4368577,5541890,4368715,5547451,4362747,5547605,4365661,5544746,33217982.375,33217982.3748,100
59271,5927,1,4368715,5547451,4374682,5547311,4374812,5552872,4368850,5553011,4371765,5550160,33181544.934,33181544.9344,100
59272,5927,2,4374682,5547311,4380649,5547171,4380772,5552731,4374812,5552872,4377726,5550020,33180931.315,33180931.3154,100
59273,5927,3,4368577,5541890,4374551,5541751,4374682,5547311,4368715,5547451,4371628,5544600,33216052.86,33216052.86,100
59274,5927,4,4374551,5541751,4380524,5541610,4380649,5547171,4374682,5547311,4377602,5544460,33215439.241,33215439.241,100
59281,5928,1,4380649,5547171,4386616,5547045,4386734,5552605,4380772,5552731,4383693,5549887,33179214.392,33179214.3916,100
59282,5928,2,4386616,5547045,4392583,5546919,4392694,5552478,4386734,5552605,4389654,5549761,33178653.876,33178653.8756,100
59283,5928,3,4380524,5541610,4386499,5541485,4386616,5547045,4380649,5547171,4383569,5544327,33213707.796,33213707.7959,100
59284,5928,4,4386499,5541485,4392471,5541357,4392583,5546919,4386616,5547045,4389543,5544200,33213147.28,33213147.2799,100
59291,5929,1,4392583,5546919,4398551,5546805,4398657,5552366,4392694,5552478,4395622,5549641,33177058.359,33177058.359,100
59292,5929,2,4398551,5546805,4404519,5546693,4404617,5552252,4398657,5552366,4401583,5549528,33176565.498,33176565.498,100
59293,5929,3,4392471,5541357,4398445,5541245,4398551,5546805,4392583,5546919,4395510,5544080,33211551.484,33211551.4842,100
59294,5929,4,4398445,5541245,4404418,5541131,4404519,5546693,4398551,5546805,4401484,5543967,33211058.623,33211058.6233,100
59301,5930,1,4404519,5546693,4410486,5546593,4410579,5552153,4404617,5552252,4407551,5549421,33175181.31,33175181.31,100
59302,5930,2,4410486,5546593,4416453,5546493,4416539,5552053,4410579,5552153,4413512,5549322,33174755.885,33174755.8851,100
59303,5930,3,4404418,5541131,4410393,5541032,4410486,5546593,4404519,5546693,4407451,5543861,33209688.089,33209688.0886,100
59304,5930,4,4410393,5541032,4416366,5540931,4416453,5546493,4410486,5546593,4413425,5543761,33209262.664,33209262.6638,100
59311,5931,1,4416453,5546493,4422421,5546407,4422501,5551967,4416539,5552053,4419479,5549229,33173542.229,33173542.2292,100
59312,5931,2,4422421,5546407,4428389,5546320,4428462,5551880,4422501,5551967,4425441,5549142,33173155.055,33173155.0555,100
59313,5931,3,4416366,5540931,4422341,5540845,4422421,5546407,4416453,5546493,4419393,5543668,33208020.553,33208020.5535,100
59314,5931,4,4422341,5540845,4428313,5540758,4428389,5546320,4422421,5546407,4425366,5543581,33207633.38,33207633.3797,100
59321,5932,1,4428389,5546320,4434356,5546247,4434425,5551807,4428462,5551880,4431408,5549062,33172117.041,33172117.0411,100
59322,5932,2,4434356,5546247,4440324,5546173,4440385,5551733,4434425,5551807,4437370,5548989,33171797.487,33171797.4873,100
59323,5932,3,4428313,5540758,4434288,5540686,4434356,5546247,4428389,5546320,4431334,5543501,33206595.179,33206595.1794,100
59324,5932,4,4434288,5540686,4440261,5540612,4440324,5546173,4434356,5546247,4437308,5543428,33206275.626,33206275.6255,100
59331,5933,1,4440324,5546173,4446291,5546114,4446347,5551675,4440385,5551733,4443337,5548922,33170908.384,33170908.3845,100
59332,5933,2,4446291,5546114,4452259,5546054,4452308,5551614,4446347,5551675,4449299,5548863,33170641.366,33170641.3658,100
59333,5933,3,4440261,5540612,4446235,5540553,4446291,5546114,4440324,5546173,4443275,5543362,33205400.115,33205400.1146,100
59334,5933,4,4446235,5540553,4452208,5540492,4452259,5546054,4446291,5546114,4449249,5543302,33205133.096,33205133.0959,100
59341,5934,1,4452259,5546054,4458227,5546007,4458270,5551569,4452308,5551614,4455266,5548810,33169970.922,33169970.9217,100
59342,5934,2,4458227,5546007,4464194,5545961,4464230,5551521,4458270,5551569,4461227,5548763,33169786.575,33169786.5753,100
59343,5934,3,4452208,5540492,4458183,5540447,4458227,5546007,4452259,5546054,4455216,5543249,33204448.75,33204448.7497,100
59344,5934,4,4458183,5540447,4464156,5540399,4464194,5545961,4458227,5546007,4461190,5543202,33204264.403,33204264.4034,100
59351,5935,1,4464194,5545961,4470162,5545927,4470193,5551489,4464230,5551521,4467195,5548723,33169244.264,33169244.2637,100
59352,5935,2,4470162,5545927,4476129,5545894,4476153,5551454,4470193,5551489,4473156,5548690,33169097.583,33169097.5834,100
59353,5935,3,4464156,5540399,4470131,5540367,4470162,5545927,4464194,5545961,4467158,5543162,33203735.715,33203735.7148,100
59354,5935,4,4470131,5540367,4476104,5540332,4476129,5545894,4470162,5545927,4473132,5543129,33203589.035,33203589.0345,100
59361,5936,1,4476129,5545894,4482097,5545874,4482115,5551435,4476153,5551454,4479124,5548663,33168786.814,33168786.8137,100
59362,5936,2,4482097,5545874,4488065,5545854,4488076,5551414,4482115,5551435,4485086,5548643,33168707.804,33168707.804,100
59363,5936,3,4476104,5540332,4482079,5540313,4482097,5545874,4476129,5545894,4479100,5543102,33203264.301,33203264.3007,100
59364,5936,4,4482079,5540313,4488052,5540292,4488065,5545854,4482097,5545874,4485074,5543082,33203185.291,33203185.291,100
59371,5937,1,4488065,5545854,4494033,5545847,4494039,5551409,4488076,5551414,4491054,5548630,33168510.507,33168510.5065,100
59372,5937,2,4494033,5545847,4500001,5545841,4500000,5551401,4494039,5551409,4497016,5548623,33168469.246,33168469.2455,100
59373,5937,3,4488052,5540292,4494027,5540287,4494033,5545847,4488065,5545854,4491042,5543069,33202987.901,33202987.9006,100
59374,5937,4,4494027,5540287,4500000,5540279,4500001,5545841,4494033,5545847,4497016,5543062,33202946.64,33202946.6396,100
59381,5938,1,4500001,5545841,4505969,5545847,4505963,5551409,4500000,5551401,4502983,5548623,33168469.246,33168469.2455,100
59382,5938,2,4505969,5545847,4511936,5545854,4511923,5551414,4505963,5551409,4508945,5548630,33168510.507,33168510.5065,100
59383,5938,3,4500000,5540279,4505975,5540287,4505969,5545847,4500001,5545841,4502983,5543062,33202946.64,33202946.6396,100
59384,5938,4,4505975,5540287,4511947,5540292,4511936,5545854,4505969,5545847,4508957,5543069,33202987.901,33202987.9006,100
59391,5939,1,4511936,5545854,4517904,5545874,4517885,5551435,4511923,5551414,4514912,5548643,33168707.804,32559294.9767,98.1643
59392,5939,2,4517904,5545874,4523871,5545894,4523846,5551454,4517885,5551435,4520874,5548663,33168786.814,8629000.1297,26.0152
59393,5939,3,4511947,5540292,4517922,5540313,4517904,5545874,4511936,5545854,4514924,5543082,33203185.291,33203185.291,100
59394,5939,4,4517922,5540313,4523895,5540332,4523871,5545894,4517904,5545874,4520898,5543102,33203264.301,31868116.5519,95.9785
59403,5940,3,4523895,5540332,4529870,5540367,4529839,5545927,4523871,5545894,4526866,5543129,33203589.035,14375384.0292,43.2938
59404,5940,4,4529870,5540367,4535843,5540399,4535807,5545961,4529839,5545927,4532840,5543162,33203735.715,446079.0552,1.3435
60201,6020,1,4284733,5539035,4290712,5538802,4290929,5544361,4284955,5544594,4287833,5541696,33273047.4,22576683.5216,67.8518
60202,6020,2,4290712,5538802,4296691,5538569,4296901,5544127,4290929,5544361,4293806,5541463,33272019.616,33272019.6158,100
60203,6020,3,4284509,5533475,4290495,5533243,4290712,5538802,4284733,5539035,4287610,5536137,33307545.594,21673818.2055,65.0703
60204,6020,4,4290495,5533243,4296479,5533008,4296691,5538569,4290712,5538802,4293595,5535904,33306517.81,33306517.8095,100
60211,6021,1,4296691,5538569,4302670,5538349,4302875,5543909,4296901,5544127,4299785,5541237,33269070.805,33269070.8046,100
60212,6021,2,4302670,5538349,4308649,5538129,4308846,5543688,4302875,5543909,4305757,5541017,33268111.39,33268111.3899,100
60213,6021,3,4296479,5533008,4302465,5532789,4302670,5538349,4296691,5538569,4299574,5535677,33303554.573,33303554.5728,100
60214,6021,4,4302465,5532789,4308450,5532568,4308649,5538129,4302670,5538349,4305559,5535457,33302595.158,33302595.1581,100
60221,6022,1,4308649,5538129,4314628,5537923,4314820,5543483,4308846,5543688,4311736,5540804,33265292.792,33265292.7923,100
60222,6022,2,4314628,5537923,4320607,5537716,4320792,5543275,4314820,5543483,4317709,5540598,33264385.652,33264385.6523,100
60223,6022,3,4308450,5532568,4314436,5532363,4314628,5537923,4308649,5538129,4311538,5535244,33299789.469,33299789.4687,100
60224,6022,4,4314436,5532363,4320420,5532155,4320607,5537716,4314628,5537923,4317523,5535038,33298882.329,33298882.3287,100
60231,6023,1,4320607,5537716,4326586,5537523,4326766,5543083,4320792,5543275,4323688,5540398,33261771.428,33261771.4283,100
60232,6023,2,4326586,5537523,4332565,5537330,4332738,5542889,4326766,5543083,4329661,5540205,33260933.04,33260933.04,100
60233,6023,3,4320420,5532155,4326407,5531963,4326586,5537523,4320607,5537716,4323502,5534838,33296239.841,33296239.8408,100
60234,6023,4,4326407,5531963,4332391,5531769,4332565,5537330,4326586,5537523,4329488,5534645,33295401.453,33295401.4525,100
60241,6024,1,4332565,5537330,4338545,5537150,4338712,5542710,4332738,5542889,4335640,5540019,33258483.615,33258483.6152,100
60242,6024,2,4338545,5537150,4344524,5536970,4344684,5542529,4338712,5542710,4341613,5539839,33257697.501,33257697.5008,100
60243,6024,3,4332391,5531769,4338377,5531590,4338545,5537150,4332565,5537330,4335467,5534459,33292965.061,33292965.0606,100
60244,6024,4,4338377,5531590,4344362,5531409,4344524,5536970,4338545,5537150,4341452,5534279,33292178.946,33292178.9462,100
60251,6025,1,4344524,5536970,4350503,5536803,4350658,5542363,4344684,5542529,4347593,5539665,33255424.372,33255424.3721,100
60252,6025,2,4350503,5536803,4356483,5536637,4356630,5542196,4350658,5542363,4353566,5539499,33254691.429,33254691.429,100
60253,6025,3,4344362,5531409,4350349,5531243,4350503,5536803,4344524,5536970,4347432,5534105,33289891.112,33289891.1122,100
60254,6025,4,4350349,5531243,4356333,5531076,4356483,5536637,4350503,5536803,4353417,5533939,33289158.169,33289158.1691,100
60261,6026,1,4356483,5536637,4362462,5536484,4362605,5542044,4356630,5542196,4359546,5539339,33252581.041,33252581.0414,100
60262,6026,2,4362462,5536484,4368442,5536331,4368577,5541890,4362605,5542044,4365519,5539186,33251901.201,33251901.2013,100
60263,6026,3,4356333,5531076,4362320,5530923,4362462,5536484,4356483,5536637,4359397,5533779,33287033.138,33287033.1377,100
60264,6026,4,4362320,5530923,4368305,5530769,4368442,5536331,4362462,5536484,4365383,5533625,33286353.298,33286353.2977,100
60271,6027,1,4368442,5536331,4374421,5536191,4374551,5541751,4368577,5541890,4371498,5539039,33249974.605,33249974.6052,100
60272,6027,2,4374421,5536191,4380401,5536051,4380524,5541610,4374551,5541751,4377472,5538899,33249362.035,33249362.0347,100
60273,6027,3,4368305,5530769,4374291,5530631,4374421,5536191,4368442,5536331,4371362,5533479,33284440.262,33284440.2617,100
60274,6027,4,4374291,5530631,4380276,5530490,4380401,5536051,4374421,5536191,4377348,5533339,33283827.691,33283827.6912,100
60281,6028,1,4380401,5536051,4386381,5535925,4386499,5541485,4380524,5541610,4383451,5538766,33247620.353,33247620.3529,100
60282,6028,2,4386381,5535925,4392361,5535798,4392471,5541357,4386499,5541485,4389425,5538640,33247076.036,33247076.0355,100
60283,6028,3,4380276,5530490,4386263,5530365,4386381,5535925,4380401,5536051,4383327,5533206,33282057.898,33282057.8979,100
60284,6028,4,4386263,5530365,4392248,5530237,4392361,5535798,4386381,5535925,4389313,5533079,33281513.581,33281513.5806,100
60291,6029,1,4392361,5535798,4398340,5535685,4398445,5541245,4392471,5541357,4395405,5538520,33245489.88,33245489.8802,100
60292,6029,2,4398340,5535685,4404320,5535571,4404418,5541131,4398445,5541245,4401378,5538407,33244982.934,33244982.9341,100
60293,6029,3,4392248,5530237,4398235,5530125,4398340,5535685,4392361,5535798,4395293,5532959,33279940.49,33279940.4904,100
60294,6029,4,4398235,5530125,4404220,5530010,4404320,5535571,4398340,5535685,4401279,5532846,33279433.544,33279433.5443,100
60301,6030,1,4404320,5535571,4410300,5535471,4410393,5541032,4404418,5541131,4407358,5538300,33243607.848,33243607.8482,100
60302,6030,2,4410300,5535471,4416280,5535371,4416366,5540931,4410393,5541032,4413332,5538200,33243183.672,33243183.6716,100
60303,6030,3,4404220,5530010,4410207,5529911,4410300,5535471,4404320,5535571,4407259,5532740,33278044.557,33278044.5572,100
60304,6030,4,4410207,5529911,4416192,5529810,4416280,5535371,4410300,5535471,4413245,5532640,33277620.38,33277620.3805,100
60311,6031,1,4416280,5535371,4422260,5535285,4422341,5540845,4416366,5540931,4419312,5538107,33241936.459,33241936.4595,100
60312,6031,2,4422260,5535285,4428240,5535199,4428313,5540758,4422341,5540845,4425286,5538021,33241549.718,33241549.7184,100
